Datetime,PM2.5,PM10,NO,NO2,NOx,CO,O3,Benzene,Toluene,AQI,AQI_Bucket
2022-03-22,93.5,407.4,22.8,147.5,202.8,6.54,175.8,17.53,15.26,371.7,Very Poor
2022-03-23,131.7,486.3,93.4,136.4,89.8,4.87,58.1,0.69,7.87,433.4,Severe
2022-03-24,485.7,515.0,1.3,92.6,3.7,8.11,107.6,12.06,29.3,494.3,Severe
2022-03-25,69.0,142.5,27.6,5.2,73.7,6.07,41.9,14.4,9.84,150.8,Moderate
2022-03-26,329.4,150.8,88.1,103.9,85.7,7.17,34.3,7.36,9.85,432.2,Severe
2022-03-27,363.5,9.7,32.2,97.8,47.4,6.24,144.1,3.23,18.41,445.7,Severe
2022-03-28,12.2,589.3,125.9,104.7,217.4,4.17,180.0,15.06,14.5,493.7,Severe
2022-03-29,367.4,425.8,108.0,120.5,61.2,7.79,35.7,18.06,4.21,447.3,Severe
2022-03-30,300.8,15.9,116.1,134.1,248.2,9.38,118.8,1.19,9.55,420.8,Severe
2022-03-31,297.2,349.7,163.8,136.2,38.6,9.54,100.7,14.82,14.79,419.4,Severe
2022-04-01,180.5,594.5,113.2,42.9,24.9,6.72,170.8,10.33,29.47,496.8,Severe
2022-04-02,26.5,60.3,166.8,28.1,86.6,2.19,68.9,1.03,15.04,106.6,Moderate
2022-04-03,415.0,120.4,147.6,87.8,108.0,3.72,110.3,6.66,26.51,466.2,Severe
2022-04-04,438.7,468.8,182.4,83.2,121.3,0.95,55.3,5.11,15.19,475.6,Severe
2022-04-05,242.9,42.9,160.5,61.1,91.5,3.27,89.9,16.02,9.82,394.6,Very Poor
2022-04-06,481.2,281.2,21.4,120.8,5.7,0.87,88.8,6.85,17.12,492.5,Severe
2022-04-07,361.1,198.2,152.8,24.8,186.7,7.28,99.6,18.18,0.17,444.8,Severe
2022-04-08,196.7,210.8,134.2,30.4,239.2,3.8,178.5,10.06,18.86,359.1,Very Poor
2022-04-09,83.7,57.4,138.7,99.5,215.5,4.68,47.0,5.69,9.13,235.5,Poor
2022-04-10,469.7,79.3,111.9,136.9,174.4,5.0,196.2,19.99,17.38,488.0,Severe
2022-04-11,108.8,138.5,143.5,131.2,209.0,3.0,97.3,8.44,0.56,261.8,Poor
2022-04-12,485.7,296.6,119.0,82.4,121.4,5.18,82.2,2.77,28.96,494.3,Severe
2022-04-13,234.5,234.0,172.6,91.0,180.7,5.11,31.2,16.6,18.24,388.1,Very Poor
2022-04-14,39.5,351.4,177.4,123.7,202.7,3.64,186.3,16.77,25.16,301.5,Very Poor
2022-04-15,27.5,348.3,174.5,148.3,44.3,4.04,146.4,9.09,15.48,298.3,Poor
2022-04-16,316.5,206.2,197.6,67.2,151.5,8.23,30.0,12.27,21.55,427.0,Severe
2022-04-17,475.3,180.9,72.3,43.5,109.6,9.14,183.2,13.12,10.03,490.2,Severe
2022-04-18,182.8,462.3,52.6,137.2,117.1,0.39,132.8,13.03,19.55,419.3,Severe
2022-04-19,493.9,103.9,41.3,144.4,207.6,8.41,13.3,13.56,3.86,497.6,Severe
2022-04-20,133.8,549.3,103.4,149.7,196.8,1.55,168.8,10.86,29.77,470.3,Severe
2022-04-21,63.3,485.8,75.5,69.7,107.2,9.65,179.9,18.86,15.21,433.1,Severe
2022-04-22,294.4,576.6,172.5,106.1,67.3,0.07,11.7,9.81,21.94,486.3,Severe
2022-04-23,306.8,371.2,138.3,113.7,70.2,3.9,105.1,6.35,11.68,423.2,Severe
2022-04-24,204.7,268.0,77.6,80.0,144.8,6.79,66.3,9.42,27.62,365.2,Very Poor
2022-04-25,474.1,567.2,2.9,21.3,38.1,5.94,130.1,5.88,12.19,489.7,Severe
2022-04-26,469.2,89.3,135.1,64.3,234.0,1.65,191.6,8.88,20.55,487.8,Severe
2022-04-27,183.6,3.6,35.3,0.0,163.0,3.46,102.1,17.41,11.05,349.0,Very Poor
2022-04-28,471.0,159.2,151.0,69.3,238.2,1.06,56.2,12.11,9.85,488.5,Severe
2022-04-29,353.9,453.2,50.1,107.4,76.7,8.59,70.9,13.72,3.78,441.9,Severe
2022-04-30,302.7,345.1,180.4,59.0,234.5,8.17,48.5,3.83,26.08,421.6,Severe
2022-05-01,305.2,18.5,100.6,81.6,86.7,1.15,103.2,19.1,25.14,422.5,Severe
2022-05-02,414.4,321.8,120.8,54.1,60.3,5.65,134.9,14.62,6.66,466.0,Severe
2022-05-03,367.8,258.0,30.5,143.7,30.6,9.41,110.4,17.29,23.26,447.4,Severe
2022-05-04,131.5,399.1,174.0,83.3,59.8,1.87,108.7,18.89,15.1,361.3,Very Poor
2022-05-05,86.9,200.3,8.9,29.0,213.3,9.82,3.7,12.88,24.52,233.3,Poor
2022-05-06,471.9,550.3,193.7,37.7,96.3,9.21,169.4,6.74,29.39,488.8,Severe
2022-05-07,90.4,258.1,16.2,75.7,50.9,0.74,34.9,11.54,15.95,208.1,Poor
2022-05-08,19.7,363.1,138.3,113.7,132.1,8.47,159.3,0.33,23.51,316.2,Very Poor
2022-05-09,425.7,218.7,24.9,129.7,109.7,1.78,170.7,13.03,27.26,470.5,Severe
2022-05-10,251.7,9.3,161.5,135.4,229.3,4.44,177.6,2.94,28.67,401.3,Severe
2022-05-11,267.2,321.4,53.0,59.6,197.9,7.15,69.8,16.32,9.05,407.4,Severe
2022-05-12,371.6,376.3,175.4,23.5,18.0,5.89,41.8,13.58,8.12,448.9,Severe
2022-05-13,73.8,412.5,100.7,77.7,114.8,6.76,31.3,17.56,1.4,378.1,Very Poor
2022-05-14,344.4,486.1,111.3,4.6,125.7,8.64,77.5,0.18,11.55,438.1,Severe
2022-05-15,320.8,449.8,129.3,98.6,165.0,4.86,43.8,13.57,9.2,428.8,Severe
2022-05-16,51.4,74.0,53.5,71.9,104.2,5.57,57.6,3.63,13.64,144.5,Moderate
2022-05-17,311.9,590.9,150.0,142.8,182.7,5.81,170.0,15.06,17.59,494.7,Severe
2022-05-18,497.6,289.7,91.9,41.6,121.4,2.2,166.0,14.91,26.05,499.0,Severe
2022-05-19,74.3,98.1,114.7,103.0,49.3,3.64,145.7,2.16,6.25,167.0,Moderate
2022-05-20,485.5,406.0,179.3,10.9,249.3,7.27,140.2,2.77,5.89,494.2,Severe
2022-05-21,68.5,503.3,11.1,77.8,39.4,5.18,115.2,17.17,21.24,443.4,Severe
2022-05-22,182.4,14.8,99.4,35.6,17.9,9.96,170.4,15.29,1.35,348.1,Very Poor
2022-05-23,272.7,111.0,174.5,89.6,24.0,7.2,0.9,8.02,11.55,409.6,Severe
2022-05-24,457.2,63.4,163.4,145.6,9.8,5.77,77.7,2.84,23.59,483.0,Severe
2022-05-25,77.0,106.8,64.6,15.7,160.8,1.61,162.3,11.38,22.27,191.6,Moderate
2022-05-26,496.9,416.1,166.8,54.6,72.4,1.37,119.4,3.08,21.87,498.8,Severe
2022-05-27,306.3,133.6,59.8,86.1,141.1,3.99,101.3,7.27,14.91,423.0,Severe
2022-05-28,391.5,596.7,22.7,5.0,155.8,2.82,5.0,3.45,15.84,498.1,Severe
2022-05-29,429.6,175.3,15.3,39.4,33.7,1.31,2.5,1.53,19.14,472.0,Severe
2022-05-30,141.1,352.4,106.6,29.3,227.1,0.51,103.4,18.5,18.73,316.4,Very Poor
2022-05-31,248.7,184.3,44.0,29.9,210.2,0.06,90.7,6.34,19.02,399.0,Very Poor
2022-06-01,292.8,158.9,28.9,57.2,178.7,4.73,103.0,14.48,11.45,417.6,Severe
2022-06-02,165.7,54.2,41.4,133.7,180.6,0.34,103.6,2.0,17.1,335.3,Very Poor
2022-06-03,235.9,388.7,149.4,101.0,75.8,5.53,156.9,16.89,1.26,389.2,Very Poor
2022-06-04,421.0,190.6,170.6,65.2,230.2,4.45,37.3,15.03,22.96,468.6,Severe
2022-06-05,343.7,428.6,109.8,76.0,109.2,2.01,35.0,11.63,19.6,437.9,Severe
2022-06-06,405.8,337.4,172.9,99.9,89.9,3.12,25.1,6.18,21.04,462.5,Severe
2022-06-07,195.5,579.7,175.9,38.0,4.9,4.57,157.3,1.93,14.62,488.1,Severe
2022-06-08,356.9,238.0,196.4,135.0,1.7,1.82,198.0,15.3,4.39,443.1,Severe
2022-06-09,197.6,99.0,90.2,29.7,137.3,9.31,188.3,19.01,25.98,359.8,Very Poor
2022-06-10,243.4,307.3,146.7,48.6,34.6,0.93,47.5,10.65,2.06,394.9,Very Poor
2022-06-11,132.6,404.8,164.0,134.1,152.3,5.5,95.0,19.67,4.29,368.4,Very Poor
2022-06-12,16.1,292.0,197.5,113.6,151.9,8.98,64.7,17.96,9.76,242.0,Poor
2022-06-13,327.9,565.1,7.9,1.9,85.7,7.87,113.7,16.53,28.22,479.6,Severe
2022-06-14,440.9,149.9,104.1,74.6,173.9,5.9,25.7,4.46,3.79,476.5,Severe
2022-06-15,88.0,110.4,185.1,146.7,215.0,3.45,12.8,4.91,28.6,235.0,Poor
2022-06-16,267.6,26.1,78.8,126.8,168.2,2.51,42.5,8.89,20.26,407.6,Severe
2022-06-17,30.0,189.6,128.1,57.2,238.8,7.57,137.2,16.43,10.88,258.8,Poor
2022-06-18,76.0,575.5,68.3,61.2,143.8,4.11,69.2,7.52,24.84,485.6,Severe
2022-06-19,137.3,492.8,23.4,96.5,81.6,4.77,80.1,0.43,27.3,437.2,Severe
2022-06-20,473.2,151.3,24.1,37.1,201.5,8.07,70.4,8.1,10.96,489.3,Severe
2022-06-21,142.7,153.0,13.4,45.5,43.2,2.93,98.5,2.4,9.29,317.7,Very Poor
2022-06-22,465.8,303.4,111.2,2.9,71.8,1.24,193.8,1.19,29.47,486.4,Severe
2022-06-23,430.6,9.3,22.0,49.6,227.4,6.6,31.3,18.14,5.79,472.4,Severe
2022-06-24,344.0,474.7,100.4,0.5,104.1,6.02,94.9,8.91,8.89,438.0,Severe
2022-06-25,295.0,566.7,82.9,31.1,45.9,3.16,51.8,14.38,5.04,480.5,Severe
2022-06-26,282.4,298.8,98.8,110.6,181.8,1.06,159.4,9.94,28.86,413.5,Severe
2022-06-27,172.9,590.9,147.9,68.0,101.1,6.63,142.6,17.54,25.9,494.7,Severe
2022-06-28,389.3,151.3,149.7,138.3,21.3,2.77,103.6,10.01,27.94,456.0,Severe
2022-06-29,327.5,557.7,83.5,0.2,87.1,6.52,52.4,11.82,22.11,475.2,Severe
2022-06-30,246.3,313.5,113.2,101.8,142.3,1.86,88.7,2.28,13.01,397.2,Very Poor
2022-07-01,463.9,119.8,27.8,33.9,94.2,4.97,183.6,17.31,13.34,485.6,Severe
2022-07-02,435.0,40.0,95.7,2.3,94.6,6.22,94.8,4.68,15.65,474.2,Severe
2022-07-03,498.7,477.3,77.9,67.4,200.3,3.96,14.7,1.77,15.96,499.5,Severe
2022-07-04,62.9,475.4,72.8,127.3,166.0,2.62,178.7,11.6,7.67,427.0,Severe
2022-07-05,74.2,239.8,196.2,116.5,247.4,7.36,10.3,9.65,22.73,267.4,Poor
2022-07-06,368.9,164.8,73.4,46.0,67.8,5.8,108.9,0.03,29.64,447.9,Severe
2022-07-07,165.5,120.0,174.2,123.3,187.8,7.57,142.3,8.99,9.28,335.2,Very Poor
2022-07-08,92.0,140.8,193.7,73.6,247.0,2.07,140.8,11.43,3.42,267.0,Poor
2022-07-09,357.7,469.0,154.5,79.8,137.0,5.07,164.5,13.67,20.95,443.4,Severe
2022-07-10,478.6,470.0,39.6,114.3,233.1,6.32,68.9,9.22,16.49,491.5,Severe
2022-07-11,202.9,342.2,108.0,110.2,243.6,9.88,97.3,13.22,24.76,363.9,Very Poor
2022-07-12,106.8,369.8,188.0,16.5,156.8,8.96,113.2,19.87,27.08,324.6,Very Poor
2022-07-13,241.8,187.0,13.9,73.1,217.0,6.38,74.4,5.35,13.36,393.7,Very Poor
2022-07-14,267.3,123.3,165.4,66.4,148.5,3.51,107.1,17.64,23.11,407.5,Severe
2022-07-15,393.1,225.8,77.6,146.2,115.8,1.97,194.2,7.7,3.97,457.5,Severe
2022-07-16,314.2,298.0,46.0,103.7,227.1,8.83,104.9,5.4,4.11,426.1,Severe
2022-07-17,451.2,249.7,10.8,106.5,18.4,5.57,194.6,8.58,4.44,480.6,Severe
2022-07-18,66.0,225.2,148.6,134.3,74.5,7.73,184.9,7.79,20.84,241.4,Poor
2022-07-19,371.5,248.1,198.1,121.0,140.9,6.13,140.5,15.69,12.84,448.9,Severe
2022-07-20,48.4,557.6,166.2,7.0,244.3,7.7,89.3,13.45,5.49,475.2,Severe
2022-07-21,108.5,202.1,93.2,31.9,171.4,4.69,126.3,0.74,2.28,260.7,Poor
2022-07-22,163.9,289.9,105.7,25.0,47.5,3.74,53.5,16.8,28.68,333.9,Very Poor
2022-07-23,448.7,340.3,83.1,130.1,58.8,1.65,75.1,19.22,2.73,479.6,Severe
2022-07-24,156.9,526.2,45.7,119.6,163.2,8.43,100.9,4.76,24.49,456.8,Severe
2022-07-25,450.1,410.1,155.4,130.4,143.5,5.8,7.6,9.06,26.42,480.2,Severe
2022-07-26,190.3,256.6,97.4,82.2,61.7,3.79,8.1,18.49,10.97,354.2,Very Poor
2022-07-27,352.8,543.1,127.6,26.0,28.3,9.51,51.2,16.9,24.94,466.7,Severe
2022-07-28,385.1,477.0,179.8,98.6,195.1,9.01,70.8,15.14,16.69,454.3,Severe
2022-07-29,241.9,211.5,199.8,16.8,230.0,2.86,28.3,6.31,7.35,393.8,Very Poor
2022-07-30,417.2,535.2,148.7,112.0,109.8,4.01,177.0,12.34,12.44,467.1,Severe
2022-07-31,98.4,171.3,141.8,65.3,48.0,3.09,199.6,18.27,7.45,278.7,Poor
2022-08-01,170.2,415.3,80.9,78.8,169.4,6.04,97.3,13.38,2.34,381.6,Very Poor
2022-08-02,462.8,544.4,147.7,143.6,233.2,2.99,80.8,19.57,13.1,485.2,Severe
2022-08-03,367.4,345.5,95.9,30.4,80.7,4.6,179.9,2.92,7.23,447.3,Severe
2022-08-04,120.7,425.2,45.7,132.8,165.6,4.89,7.0,5.66,16.38,394.0,Very Poor
2022-08-05,166.4,158.6,115.9,140.9,19.2,1.61,53.5,10.95,28.42,335.8,Very Poor
2022-08-06,442.0,544.0,167.4,80.3,174.3,8.04,56.3,0.82,18.05,476.9,Severe
2022-08-07,34.2,191.9,97.6,47.0,39.0,0.78,98.3,1.2,23.61,161.4,Moderate
2022-08-08,453.3,131.6,50.7,45.8,153.5,2.74,86.1,3.93,24.03,481.4,Severe
2022-08-09,145.2,442.9,47.4,129.4,28.6,2.1,123.4,18.45,14.59,408.0,Severe
2022-08-10,424.6,329.0,25.6,99.0,145.4,3.12,65.9,18.91,2.74,470.0,Severe
2022-08-11,229.9,340.1,55.1,9.5,62.9,6.11,123.6,5.24,0.8,384.6,Very Poor
2022-08-12,34.4,176.6,153.9,19.5,229.4,7.28,40.0,12.18,18.87,249.4,Poor
2022-08-13,118.7,517.3,126.5,52.6,210.6,0.32,30.3,7.23,16.11,451.6,Severe
2022-08-14,436.1,271.6,17.8,123.5,22.7,8.23,183.6,12.62,5.16,474.6,Severe
2022-08-15,72.7,252.8,92.3,104.1,94.9,1.69,1.8,9.0,27.2,202.8,Poor
2022-08-16,160.4,116.7,88.6,112.3,104.7,1.59,27.8,2.64,12.68,331.2,Very Poor
2022-08-17,246.3,526.5,39.9,124.7,249.5,3.39,8.4,17.59,7.74,456.9,Severe
2022-08-18,477.6,59.1,17.6,130.4,224.1,6.27,140.1,14.02,21.27,491.1,Severe
2022-08-19,8.9,301.4,54.5,9.5,123.8,2.49,23.0,4.91,14.65,251.4,Poor
2022-08-20,458.7,145.6,54.3,135.5,66.7,7.06,197.9,1.46,7.49,483.6,Severe
2022-08-21,329.7,309.1,159.7,58.9,13.4,5.31,79.6,9.12,29.34,432.3,Severe
2022-08-22,236.6,93.7,180.5,95.1,8.6,7.8,141.8,11.48,13.73,389.7,Very Poor
2022-08-23,48.1,129.3,176.6,77.4,100.4,5.12,97.1,15.27,11.32,138.8,Moderate
2022-08-24,304.6,378.3,135.0,53.9,90.2,2.92,108.1,18.32,20.84,422.3,Severe
2022-08-25,468.5,6.5,63.8,106.4,164.2,3.6,100.7,11.22,20.61,487.5,Severe
2022-08-26,251.4,180.7,40.4,100.9,76.3,1.59,189.2,8.71,21.82,401.2,Severe
2022-08-27,483.6,19.8,75.9,140.3,84.7,7.46,178.0,8.73,4.7,493.5,Severe
2022-08-28,41.2,23.5,153.1,10.8,85.7,7.67,172.7,18.01,14.13,210.4,Poor
2022-08-29,253.5,178.8,119.1,34.5,38.0,8.76,170.0,3.36,12.43,402.0,Severe
2022-08-30,132.5,77.0,69.7,30.4,233.8,8.64,193.3,12.32,13.83,309.8,Very Poor
2022-08-31,253.0,233.1,72.1,68.1,205.3,5.78,23.8,13.23,20.18,401.8,Severe
2022-09-01,484.6,476.3,54.7,55.0,144.7,2.71,15.3,15.9,26.53,493.9,Severe
2022-09-02,484.1,499.3,193.2,43.8,184.6,2.4,84.1,10.97,14.84,493.7,Severe
2022-09-03,100.2,43.1,147.6,71.3,91.5,9.85,48.1,11.03,19.87,232.4,Poor
2022-09-04,267.5,372.2,82.7,133.2,210.0,6.41,138.2,11.21,1.2,407.6,Severe
2022-09-05,95.3,347.4,146.3,13.8,14.1,2.48,113.5,19.66,16.68,297.4,Poor
2022-09-06,76.4,206.7,27.8,36.6,103.1,9.5,128.9,17.68,11.97,193.7,Moderate
2022-09-07,348.7,321.4,70.1,88.3,222.3,1.18,120.3,14.02,26.29,439.8,Severe
2022-09-08,221.5,388.2,176.5,10.9,170.4,7.35,190.5,15.2,16.34,378.1,Very Poor
2022-09-09,58.0,104.2,121.8,110.4,212.8,1.46,134.4,17.21,12.64,232.8,Poor
2022-09-10,130.3,225.4,17.4,15.4,111.3,3.35,150.6,5.72,18.45,308.1,Very Poor
2022-09-11,113.9,445.3,40.3,100.9,24.1,9.52,123.2,16.47,10.27,409.4,Severe
2022-09-12,238.4,391.2,186.6,75.3,79.7,4.83,75.9,7.6,25.07,391.1,Very Poor
2022-09-13,77.6,214.4,23.4,127.3,143.2,8.1,12.7,8.06,3.82,176.3,Moderate
2022-09-14,263.0,276.8,149.3,112.6,207.0,5.38,157.6,2.91,5.75,405.8,Severe
2022-09-15,10.9,491.1,138.5,86.9,45.2,9.95,35.7,16.4,9.75,436.2,Severe
2022-09-16,75.6,77.8,181.7,76.4,213.1,0.96,3.2,11.47,19.56,233.1,Poor
2022-09-17,472.5,515.0,59.9,14.8,26.1,5.5,61.0,3.78,8.62,489.1,Severe
2022-09-18,475.2,538.9,31.6,132.9,159.3,3.74,133.1,17.08,29.96,490.1,Severe
2022-09-19,402.5,469.4,39.0,5.7,232.0,3.57,17.4,3.67,13.95,461.2,Severe
2022-09-20,301.2,520.8,175.3,39.6,212.1,1.4,40.7,9.24,18.16,453.6,Severe
2022-09-21,341.6,83.2,42.4,60.7,170.1,7.2,38.9,8.66,9.31,437.0,Severe
2022-09-22,143.5,130.7,82.1,110.3,162.0,2.55,143.8,11.4,26.17,318.3,Very Poor
2022-09-23,359.7,379.9,33.1,89.9,215.2,3.28,178.7,19.39,4.21,444.2,Severe
2022-09-24,221.6,54.0,122.6,50.9,134.2,9.9,151.0,1.8,12.67,378.2,Very Poor
2022-09-25,258.8,566.7,177.8,56.3,128.2,6.64,123.3,10.32,15.66,480.5,Severe
2022-09-26,411.1,122.9,7.6,136.2,92.8,0.54,1.2,17.15,15.24,464.7,Severe
2022-09-27,57.1,334.7,3.1,88.7,63.5,7.81,34.7,16.27,8.57,284.7,Poor
2022-09-28,482.3,149.6,9.6,4.2,49.2,0.28,180.9,7.08,1.81,493.0,Severe
2022-09-29,314.3,427.1,165.8,54.1,97.8,3.08,82.2,5.58,23.6,426.2,Severe
2022-09-30,311.9,13.2,170.2,8.1,50.9,7.81,85.8,6.92,21.73,425.2,Severe
2022-10-01,352.5,537.9,156.8,12.4,144.0,7.5,186.5,1.55,2.62,463.6,Severe
2022-10-02,208.0,382.0,36.1,13.3,91.8,7.39,98.4,8.74,15.33,367.8,Very Poor
2022-10-03,138.4,343.8,169.5,40.6,224.9,7.62,30.6,1.48,11.12,314.4,Very Poor
2022-10-04,173.1,163.4,137.8,51.6,89.1,6.97,0.6,9.15,8.73,341.0,Very Poor
2022-10-05,89.7,312.0,172.2,95.6,197.1,7.07,147.7,15.89,14.18,262.0,Poor
2022-10-06,96.7,516.4,22.8,80.7,247.0,5.35,26.2,11.81,9.07,451.0,Severe
2022-10-07,356.6,353.8,56.6,125.6,216.8,3.75,191.0,4.37,14.44,443.0,Severe
2022-10-08,289.1,204.2,112.8,97.4,177.6,8.09,154.3,2.05,13.81,416.1,Severe
2022-10-09,183.8,344.8,142.4,141.9,120.2,0.36,34.6,8.2,1.19,349.2,Very Poor
2022-10-10,183.8,185.7,139.7,73.6,9.5,0.1,87.2,6.79,15.21,349.2,Very Poor
2022-10-11,11.1,486.3,50.8,33.4,243.6,5.33,76.0,1.13,18.08,433.4,Severe
2022-10-12,178.3,557.4,27.4,52.0,145.6,3.13,10.4,12.91,7.36,475.0,Severe
2022-10-13,127.5,295.1,75.1,100.2,217.5,6.18,163.9,18.66,24.27,306.0,Very Poor
2022-10-14,200.0,353.8,132.4,22.5,23.8,0.38,77.3,9.05,0.91,361.6,Very Poor
2022-10-15,69.6,596.8,129.6,22.5,120.1,0.12,172.0,2.15,11.46,498.1,Severe
2022-10-16,370.8,312.6,78.1,62.5,151.6,1.66,47.7,9.57,17.87,448.6,Severe
2022-10-17,170.9,43.2,41.7,29.9,166.4,9.57,23.5,3.69,15.65,339.3,Very Poor
2022-10-18,361.8,127.9,174.3,118.1,152.1,1.5,51.1,0.95,5.38,445.1,Severe
2022-10-19,310.6,443.4,102.8,46.2,236.3,9.47,69.0,8.85,2.75,424.7,Severe
2022-10-20,61.8,42.1,29.6,146.7,15.7,8.49,150.2,14.59,19.47,181.1,Moderate
2022-10-21,350.8,472.8,3.5,98.5,127.0,9.19,148.9,1.87,15.19,440.7,Severe
2022-10-22,172.0,256.1,103.1,2.9,186.8,9.21,55.6,12.18,21.29,340.1,Very Poor
2022-10-23,165.2,502.2,76.0,124.0,54.4,1.11,120.7,3.88,22.97,442.7,Severe
2022-10-24,350.3,177.9,199.6,55.3,226.4,2.81,181.5,1.66,0.5,440.5,Severe
2022-10-25,448.2,310.0,33.2,103.7,169.5,3.68,64.3,18.94,21.12,479.4,Severe
2022-10-26,439.9,524.5,90.6,58.7,160.5,0.79,32.1,19.69,20.96,476.1,Severe
2022-10-27,385.6,81.8,189.2,24.0,190.2,1.11,161.7,17.69,7.76,454.5,Severe
2022-10-28,32.1,486.6,104.4,135.0,198.6,7.74,132.2,3.03,21.84,433.6,Severe
2022-10-29,267.6,37.4,45.7,123.5,131.4,3.62,61.6,4.83,28.39,407.6,Severe
2022-10-30,113.6,242.4,107.4,72.2,205.5,4.18,156.0,0.13,9.28,278.2,Poor
2022-10-31,254.4,143.3,21.8,103.7,190.7,8.89,8.6,5.28,27.61,402.4,Severe
2022-11-01,267.3,372.9,73.6,133.9,67.6,0.12,71.8,6.61,20.6,407.5,Severe
2022-11-02,373.1,31.9,34.4,39.9,152.0,8.17,34.5,17.96,1.21,449.5,Severe
2022-11-03,399.4,233.8,130.9,125.7,181.2,4.94,198.9,0.74,7.99,460.0,Severe
2022-11-04,72.3,79.6,11.4,12.6,192.0,7.92,174.6,0.19,2.45,215.2,Poor
2022-11-05,81.9,293.2,136.8,45.3,46.0,0.49,127.8,8.0,0.83,243.2,Poor
2022-11-06,335.8,371.4,48.1,100.8,227.5,7.2,134.2,13.58,2.93,434.7,Severe
2022-11-07,132.1,15.4,0.1,94.2,41.6,1.05,122.3,2.52,17.04,309.5,Very Poor
2022-11-08,379.3,166.6,71.4,100.8,12.4,9.53,62.2,13.8,24.64,452.0,Severe
2022-11-09,200.9,210.0,37.2,131.9,246.3,0.76,26.9,5.78,6.9,362.3,Very Poor
2022-11-10,398.5,19.2,194.7,106.3,1.7,0.52,162.1,13.18,29.62,459.6,Severe
2022-11-11,129.2,21.6,9.7,65.7,43.5,7.03,195.8,6.5,8.14,307.3,Very Poor
2022-11-12,413.3,550.0,48.4,5.9,179.0,6.68,131.6,1.55,20.45,470.7,Severe
2022-11-13,370.6,171.5,157.8,47.4,146.5,1.03,75.6,0.85,29.98,448.6,Severe
2022-11-14,343.6,159.8,82.3,98.2,18.6,9.83,135.6,19.06,29.99,437.8,Severe
2022-11-15,64.2,528.2,92.8,77.6,72.0,4.89,24.2,4.02,15.99,457.9,Severe
2022-11-16,136.9,263.9,88.8,70.2,248.8,6.74,73.7,0.44,29.8,313.2,Very Poor
2022-11-17,455.8,589.6,127.8,58.9,104.4,7.64,171.6,3.63,28.34,493.9,Severe
2022-11-18,359.5,89.3,96.2,95.4,126.3,9.14,76.9,9.26,19.16,444.1,Severe
2022-11-19,148.0,309.4,126.5,105.5,95.9,1.74,126.4,7.07,28.83,321.7,Very Poor
2022-11-20,19.6,185.9,55.2,24.8,132.2,2.83,51.9,1.66,11.39,157.4,Moderate
2022-11-21,484.0,198.4,121.9,48.5,229.0,8.51,67.8,17.32,2.88,493.6,Severe
2022-11-22,305.6,507.3,79.8,33.9,21.3,8.35,27.6,2.01,9.06,445.7,Severe
2022-11-23,65.5,585.1,101.5,141.3,89.9,2.09,153.9,19.86,24.23,491.3,Severe
2022-11-24,100.6,222.6,32.6,22.0,203.3,9.95,28.5,3.37,21.55,233.8,Poor
2022-11-25,340.1,342.2,20.2,114.4,83.6,1.25,119.6,4.08,8.11,436.4,Severe
2022-11-26,209.1,49.3,8.0,132.0,75.1,1.22,38.2,2.05,1.98,368.6,Very Poor
2022-11-27,484.1,172.1,95.7,143.3,108.1,5.34,48.9,6.04,7.08,493.7,Severe
2022-11-28,357.7,16.5,21.2,48.8,239.8,1.07,7.6,4.7,15.45,443.4,Severe
2022-11-29,199.5,3.8,55.6,59.4,170.7,1.55,109.5,16.96,27.03,361.2,Very Poor
2022-11-30,105.9,152.4,196.1,12.3,37.9,4.97,128.4,18.8,10.49,251.9,Poor
2022-12-01,70.1,519.2,1.5,44.1,45.9,0.28,68.9,0.88,6.33,452.7,Severe
2022-12-02,302.0,443.0,146.6,138.0,108.5,9.56,168.6,15.05,23.84,421.3,Severe
2022-12-03,116.3,198.9,199.8,77.2,86.2,1.64,143.1,11.81,9.93,287.4,Poor
2022-12-04,221.0,395.5,134.2,16.8,201.0,7.42,70.8,16.52,16.92,377.7,Very Poor
2022-12-05,91.2,576.7,61.1,40.2,219.5,3.31,198.0,13.9,27.5,486.4,Severe
2022-12-06,64.5,169.4,16.5,94.3,133.5,5.93,171.9,12.64,5.0,208.4,Poor
2022-12-07,278.8,62.6,13.8,39.1,113.2,4.69,123.5,18.67,5.88,412.1,Severe
2022-12-08,225.9,40.6,59.1,51.1,28.4,4.5,19.8,19.66,10.35,381.5,Very Poor
2022-12-09,307.6,287.3,59.1,128.7,139.8,9.91,137.1,15.25,22.98,423.5,Severe
2022-12-10,159.6,478.0,164.3,21.8,52.2,8.53,199.4,0.41,18.95,428.5,Severe
2022-12-11,166.6,540.5,45.3,86.4,248.2,0.5,115.6,18.38,20.45,465.1,Severe
2022-12-12,381.9,252.6,52.2,64.9,232.6,7.07,92.3,18.25,14.55,453.0,Severe
2022-12-13,246.6,525.7,39.3,76.3,163.5,8.21,122.6,11.72,11.45,456.5,Severe
2022-12-14,18.3,35.0,49.7,53.1,238.5,9.27,84.2,0.15,11.39,258.5,Poor
2022-12-15,406.2,376.5,85.4,14.0,29.2,3.08,77.8,15.7,20.36,462.7,Severe
2022-12-16,6.6,328.9,1.5,43.3,66.3,2.39,113.6,6.39,3.58,278.9,Poor
